%Y-%m-%d;   DAX.RET
1973-08-15;-0.004348169
1973-08-16; 0.009094074
1973-08-17;-0.005406844
1973-08-20;-0.004594561
1973-08-21;-0.009521127
1973-08-22; 0.000826677
1973-08-23;-0.000156346
1973-08-24;-0.009358132
1973-08-27;-0.005448619
1973-08-28; 0.017550421
1973-08-29;-0.006817268
1973-08-30; 0.001075968
1973-08-31; 0.005741301
1973-09-03; 0.006837482
1973-09-04; 0.011613715
1973-09-05;-0.009558307
1973-09-06;-0.002785763
1973-09-07; 0.000398442
1973-09-10;-0.011574976
1973-09-11;-0.001344237
1973-09-12; 0.001680014
1973-09-13;-0.011978348
1973-09-14;-0.011092371
1973-09-17;-0.008741515
1973-09-18; 0.001892803
1973-09-19; 0.00290149
1973-09-20;-0.004263023
1973-09-21;-0.002497111
1973-09-24;-0.002248103
1973-09-25; 0.007650652
1973-09-26; 0.001449559
1973-09-27; 0.008949783
1973-09-28;-0.007571202
1973-10-01; 0.001193235
1973-10-02; 0.010857028
1973-10-03; 0.004300985
1973-10-04;-0.003711335
1973-10-05;-0.006847706
1973-10-08;-0.014115501
1973-10-09; 0.009333048
1973-10-10;-0.008893248
1973-10-11; 0.00744715
1973-10-12; 0.023227026
1973-10-15; 0.001659416
1973-10-16;-0.011062284
1973-10-17; 0.011062284
1973-10-18; 0.007900416
1973-10-19; 0.01028372
1973-10-22;-0.000330087
1973-10-23; 0.013162688
1973-10-24; 0.013484708
1973-10-25;-0.004467553
1973-10-26; 0.026238188
1973-10-29;-0.004708166
1973-10-30;-0.013959833
1973-10-31; 0.00570931
1973-11-01; 0.005127564
1973-11-02;-0.014089536
1973-11-05;-0.027576415
1973-11-06;-0.00450491
1973-11-07;-0.012606238
1973-11-08; 0.021946748
1973-11-09; 0.004790507
1973-11-12;-0.021417023
1973-11-13;-0.004312133
1973-11-14;-0.017482489
1973-11-15;-0.016565
1973-11-16;-0.01642004
1973-11-19; 0.012543751
1973-11-20; 0.005334707
1973-11-21; 0
1973-11-22;-0.033782705
1973-11-23;-0.019766737
1973-11-26;-0.028718399
1973-11-27;-0.005616648
1973-11-28; 0.033602625
1973-11-29; 0.015774306
1973-11-30;-0.015481273
1973-12-03; 0.005332826
1973-12-04; 0.012741485
1973-12-05;-0.018074312
1973-12-06;-0.023443302
1973-12-07;-0.00941733
1973-12-10;-0.005287337
1973-12-11; 0.009768488
1973-12-12;-0.019146742
1973-12-13;-0.005829124
1973-12-14; 0
1973-12-17; 0.010962382
1973-12-18;-0.01297321
1973-12-19; 0.008326314
1973-12-20;-0.011401928
1973-12-21; 0.010249633
1973-12-24; 0
1973-12-25; 0
1973-12-26; 0
1973-12-27; 0.027992935
1973-12-28; 0.006209195
1973-12-31;-0.019072479
1974-01-01; 0
1974-01-02;-0.024215124
1974-01-03; 0.015266689
1974-01-04; 0.009503486
1974-01-07; 0.022002484
1974-01-08; 0.008941132
1974-01-09; 0.023562913
1974-01-10;-0.010999414
1974-01-11; 0.011715696
1974-01-14; 0.001311851
1974-01-15; 0.006557245
1974-01-16; 0.010951206
1974-01-17; 0.010484963
1974-01-18; 0.008746176
1974-01-21;-0.035572298
1974-01-22; 0.014582927
1974-01-23; 0.001664538
1974-01-24;-0.015628638
1974-01-25; 0.001949179
1974-01-28; 0.000261187
1974-01-29; 0.006672686
1974-01-30; 0.016373486
1974-01-31; 0.005506469
1974-02-01; 0.00692092
1974-02-04;-0.004869543
1974-02-05;-0.019014543
1974-02-06;7.04e-05
1974-02-07; 0.007131614
1974-02-08;-0.002846545
1974-02-11; 0.003801355
1974-02-12;-0.001723978
1974-02-13; 0.001561026
1974-02-14;-0.00818163
1974-02-15;-0.0128272
1974-02-18;-0.029336531
1974-02-19; 0
1974-02-20;-0.013557023
1974-02-21; 0.001190506
1974-02-22;-0.000644681
1974-02-25;-0.000471376
1974-02-26; 0.002230871
1974-02-27;-0.012808229
1974-02-28; 0.004004611
1974-03-01;-0.00342796
1974-03-04;-0.008811295
1974-03-05;-0.003292643
1974-03-06; 0.0222039
1974-03-07; 0.013211925
1974-03-08;-0.010436761
1974-03-11; 0.00560115
1974-03-12; 0.012276394
1974-03-13;-0.013014837
1974-03-14; 0.008752308
1974-03-15; 0.007150705
1974-03-18; 0.000896307
1974-03-19;-0.011862131
1974-03-20; 0.003180275
1974-03-21;-0.011793169
1974-03-22;-0.009136565
1974-03-25; 0.00720697
1974-03-26;-0.005811227
1974-03-27;-0.009308445
1974-03-28;-0.002441512
1974-03-29; 0.007831955
1974-04-01; 0.005485888
1974-04-02; 0.014050481
1974-04-03; 0.024583759
1974-04-04;-0.002947133
1974-04-05; 0.004811557
1974-04-08;-0.003109306
1974-04-09;-0.006971182
1974-04-10; 0.000265313
1974-04-11; 0.015411428
1974-04-12; 0
1974-04-15; 0
1974-04-16; 0.004832758
1974-04-17; 0.004033072
1974-04-18;-0.009317131
1974-04-19; 0.004054396
1974-04-22; 0.001229663
1974-04-23;-0.00723412
1974-04-24;-0.01515871
1974-04-25; 0.005831623
1974-04-26; 0.018662321
1974-04-29;-0.00219565
1974-04-30; 0.004574724
1974-05-01; 0
1974-05-02;-0.011619095
1974-05-03; 0.006524264
1974-05-06; 0.006669912
1974-05-07; 0.009561621
1974-05-08;-0.000698243
1974-05-09;-0.012723205
1974-05-10;-0.001321409
1974-05-13;-0.016018622
1974-05-14;-0.004376375
1974-05-15; 0.014141867
1974-05-16; 0.010282685
1974-05-17;-0.001294285
1974-05-20;-0.001932778
1974-05-21;-0.006865557
1974-05-22; 0.002372762
1974-05-23; 0
1974-05-24; 0.002650826
1974-05-27;-0.01212799
1974-05-28; 0.005773192
1974-05-29;-0.015606775
1974-05-30;-0.013010726
1974-05-31; 0.011221168
1974-06-03; 0
1974-06-04;-0.002180815
1974-06-05; 0.006118446
1974-06-06; 0.001541835
1974-06-07;-0.002796328
1974-06-10;-0.001425276
1974-06-11; 0.006169586
1974-06-12;-0.00842034
1974-06-13; 0
1974-06-14;-0.004249075
1974-06-17; 0
1974-06-18;-0.010542506
1974-06-19;-0.003300496
1974-06-20;-0.004153384
1974-06-21;-0.008308919
1974-06-24; 0.001747118
1974-06-25; 0.012810046
1974-06-26; 0.00429918
1974-06-27;-0.029327907
1974-06-28; 0.002823294
1974-07-01; 0.015684637
1974-07-02; 0.006151433
1974-07-03;-0.012814809
1974-07-04;-0.002322707
1974-07-05;-0.013949264
1974-07-08;-0.009937907
1974-07-09; 0.000460853
1974-07-10; 0.004953539
1974-07-11; 0.003864051
1974-07-12; 0.005364521
1974-07-15;-0.003666018
1974-07-16; 0.003943582
1974-07-17;-0.01103554
1974-07-18; 0.007649047
1974-07-19;-0.0109708
1974-07-22;-0.005054857
1974-07-23; 0.003159073
1974-07-24; 0.005880565
1974-07-25; 0.003410193
1974-07-26;-0.005962713
1974-07-29;-0.001995498
1974-07-30; 0.004548017
1974-07-31; 0.008680698
1974-08-01; 0.017535959
1974-08-02;-0.001018672
1974-08-05;-0.008562957
1974-08-06; 0.023416792
1974-08-07; 0.008972606
1974-08-08; 0.009902745
1974-08-09; 0.003550697
1974-08-12;-0.006414822
1974-08-13; 0.012907731
1974-08-14;-0.006660564
1974-08-15;-0.008587873
1974-08-16; 0.005108691
1974-08-19; 0.004819633
1974-08-20;-0.012371391
1974-08-21;-0.003056178
1974-08-22;-0.016409871
1974-08-23; 0.001381931
1974-08-26;-0.014506328
1974-08-27; 0.006136213
1974-08-28;-0.014074158
1974-08-29;-0.005538499
1974-08-30; 0.002811018
1974-09-02; 0.011240735
1974-09-03;-0.004662013
1974-09-04;-0.02346171
1974-09-05; 0.001927105
1974-09-06; 0.00256371
1974-09-09;-0.004567976
1974-09-10;-0.011850381
1974-09-11; 0.011541675
1974-09-12; 0.001259948
1974-09-13;-0.017837708
1974-09-16;-0.021550564
1974-09-17; 0.015884083
1974-09-18; 0.004488609
1974-09-19; 0.014689133
1974-09-20; 0.002217067
1974-09-23; 0.014926795
1974-09-24; 0.000557979
1974-09-25;-0.009553848
1974-09-26;-0.005750683
1974-09-27;-0.012044438
1974-09-30;-0.01878113
1974-10-01; 0.004239428
1974-10-02; 0.003246885
1974-10-03;-0.012517401
1974-10-04;-0.005190647
1974-10-07; 0.001313585
1974-10-08; 0.018342806
1974-10-09;-0.012679339
1974-10-10; 0.010546497
1974-10-11;-0.006797439
1974-10-14;-0.001779714
1974-10-15; 0.013651639
1974-10-16; 0.001467582
1974-10-17;-0.015518099
1974-10-18; 0.006019402
1974-10-21;-0.004238978
1974-10-22; 0.010012103
1974-10-23; 0.00078825
1974-10-24;-0.004897195
1974-10-25; 0.005002248
1974-10-28;-0.00194527
1974-10-29; 0.005170276
1974-10-30; 0
1974-10-31; 0.007640692
1974-11-01;-0.002392843
1974-11-04;-0.015932723
1974-11-05;-0.007809219
1974-11-06;-0.007360157
1974-11-07; 0.002200339
1974-11-08; 0.013074866
1974-11-11; 0.011834769
1974-11-12;-0.004296912
1974-11-13; 0.003800044
1974-11-14; 0.024418241
1974-11-15; 0.004457187
1974-11-18;-0.008729222
1974-11-19;-0.009401107
1974-11-20; 0
1974-11-21; 0.004904755
1974-11-22; 0.005341975
1974-11-25;-0.000281795
1974-11-26; 0.015684702
1974-11-27; 0.009538943
1974-11-28; 0.002594877
1974-11-29;-0.000473562
1974-12-02; 0.016467179
1974-12-03;-0.008422243
1974-12-04; 0.004860067
1974-12-05; 0.002016031
1974-12-06; 0.009630501
1974-12-09; 0.003981458
1974-12-10;-0.009689904
1974-12-11; 0.004077303
1974-12-12;-0.003808226
1974-12-13;-0.004928232
1974-12-16;-0.006782195
1974-12-17;-0.003222211
1974-12-18;-0.005926165
1974-12-19; 0.007488994
1974-12-20;-0.001935292
1974-12-23;-0.008805575
1974-12-24; 0
1974-12-25; 0
1974-12-26; 0
1974-12-27; 0.012771375
1974-12-30;-0.006103934
1974-12-31; 0
1975-01-01; 0
1975-01-02; 0.02315015
1975-01-03; 0.01972156
1975-01-06; 0.003522723
1975-01-07;-0.011110031
1975-01-08; 0.026365983
1975-01-09; 0.007646081
1975-01-10; 0.01507323
1975-01-13; 0.003835621
1975-01-14;-0.019443108
1975-01-15;-0.005708776
1975-01-16; 0.016891628
1975-01-17; 0.009262396
1975-01-20;-0.004311777
1975-01-21;-0.006399178
1975-01-22;-0.006973175
1975-01-23;-0.015457846
1975-01-24; 0.016407393
1975-01-27;-0.001366706
1975-01-28; 0.015981944
1975-01-29; 0.012739315
1975-01-30; 0.000247734
1975-01-31; 0.005770564
1975-02-03; 0.00015671
1975-02-04;-0.004667034
1975-02-05; 0.001752691
1975-02-06;-0.001662735
1975-02-07; 0.003994888
1975-02-10; 0.004648053
1975-02-11; 0.003893956
1975-02-12;-0.003314465
1975-02-13;-0.00388454
1975-02-14;-0.008874768
1975-02-17; 0.009120789
1975-02-18; 0.012069898
1975-02-19; 0.010549548
1975-02-20; 0.008663717
1975-02-21; 0.012407
1975-02-24; 0.013375068
1975-02-25; 0.008287805
1975-02-26;-0.005166559
1975-02-27; 0.015005506
1975-02-28; 0.012881066
1975-03-03; 0.016088098
1975-03-04;-0.003148465
1975-03-05;-0.017825202
1975-03-06;-0.007684401
1975-03-07; 0.013102243
1975-03-10; 0.014063557
1975-03-11; 0.022192976
1975-03-12;-0.001105933
1975-03-13;-0.009829211
1975-03-14;-0.012994891
1975-03-17;-0.009199996
1975-03-18; 0.001732732
1975-03-19;-0.010956377
1975-03-20;-0.008000952
1975-03-21; 0.011823713
1975-03-24;-0.002464624
1975-03-25;-0.003811569
1975-03-26; 0.017880634
1975-03-27; 0.012433034
1975-03-28; 0
1975-03-31; 0
1975-04-01; 0.009269015
1975-04-02; 0.007196267
1975-04-03; 0.007594601
1975-04-04; 0.003279011
1975-04-07; 0.007570794
1975-04-08; 0.001082398
1975-04-09; 0.002874258
1975-04-10; 0.014932071
1975-04-11; 0.006393787
1975-04-14;-0.010005958
1975-04-15; 0.001560538
1975-04-16;-0.008383111
1975-04-17;-0.005441641
1975-04-18; 0.00229179
1975-04-21;-0.001713533
1975-04-22; 0.003654553
1975-04-23; 0.007250221
1975-04-24;-0.008114566
1975-04-25;-0.00321423
1975-04-28;-0.014368342
1975-04-29; 0.003475073
1975-04-30; 0.004782838
1975-05-01; 0
1975-05-02; 0.004875888
1975-05-05;-0.001932032
1975-05-06; 0.007878531
1975-05-07;-0.004654123
1975-05-08; 0
1975-05-09;-0.002644406
1975-05-12;-0.008443127
1975-05-13;-0.00880994
1975-05-14;-0.011848738
1975-05-15;-0.001413794
1975-05-16; 0.007306259
1975-05-19; 0
1975-05-20;-0.005753185
1975-05-21;-0.006607272
1975-05-22;-0.0017038
1975-05-23;-0.008542583
1975-05-26;-0.023150461
1975-05-27;-0.018496405
1975-05-28;-0.015026052
1975-05-29; 0
1975-05-30; 0.027644913
1975-06-02; 0.013859519
1975-06-03; 0.019670498
1975-06-04;-0.016081891
1975-06-05; 0.001063852
1975-06-06; 0.011041972
1975-06-09;-0.008693234
1975-06-10; 0.000224373
1975-06-11;-0.008911528
1975-06-12;-0.011090993
1975-06-13;-0.010016708
1975-06-16; 0.001952654
1975-06-17; 0
1975-06-18;-0.003214457
1975-06-19; 0.009112205
1975-06-20; 0.0147789
1975-06-23; 0.000924167
1975-06-24;-0.005516574
1975-06-25;-0.001156571
1975-06-26;-0.003063106
1975-06-27; 0.002380929
1975-06-30; 0.003220748
1975-07-01; 0.01324821
1975-07-02; 0.012191205
1975-07-03;-0.003603462
1975-07-04; 0.009034392
1975-07-07; 0.014110037
1975-07-08;-0.00521596
1975-07-09;-0.001189249
1975-07-10; 0.010790017
1975-07-11; 0.012614097
1975-07-14;-0.000581384
1975-07-15; 0.005895047
1975-07-16; 0.006722262
1975-07-17;-0.003489936
1975-07-18;-0.007384234
1975-07-21; 0.00759551
1975-07-22;-0.010560657
1975-07-23;-0.013580926
1975-07-24; 0.001317303
1975-07-25; 0.010826339
1975-07-28; 0.006470884
1975-07-29; 0.010297684
1975-07-30; 0.008640102
1975-07-31; 0.007795508
1975-08-01;-0.002522639
1975-08-04;-0.017110033
1975-08-05;-0.000364386
1975-08-06;-0.005867602
1975-08-07; 0.005080842
1975-08-08; 0.000211143
1975-08-11; 0.005913044
1975-08-12; 0.009683559
1975-08-13;-0.007339517
1975-08-14;-0.005975752
1975-08-15;-0.010510405
1975-08-18;-0.001743139
1975-08-19;-0.00050414
1975-08-20;-0.013866056
1975-08-21;-0.003289574
1975-08-22; 0.007077866
1975-08-25;-0.008558748
1975-08-26;-0.003166564
1975-08-27;-0.015521841
1975-08-28; 0.003817872
1975-08-29; 0.008746062
1975-09-01;-0.013168091
1975-09-02; 0.008664835
1975-09-03;-0.007537372
1975-09-04; 0.013828328
1975-09-05; 0.008949887
1975-09-08; 0.007231568
1975-09-09;-0.003285938
1975-09-10;-0.009586782
1975-09-11;-0.001761975
1975-09-12; 0.002710967
1975-09-15;-0.005588267
1975-09-16;-0.003104851
1975-09-17;-0.012012217
1975-09-18;-0.003982337
1975-09-19; 0.009735723
1975-09-22;-0.002832322
1975-09-23;-0.009783785
1975-09-24; 0.0057323
1975-09-25; 0.000666297
1975-09-26;-0.001050123
1975-09-29;-0.003298897
1975-09-30;-0.003330155
1975-10-01; 0.010541215
1975-10-02; 0.004918849
1975-10-03; 0.0108163
1975-10-06; 0.00881706
1975-10-07;-0.008658575
1975-10-08; 0.00330265
1975-10-09; 0.006082277
1975-10-10; 0.007117746
1975-10-13; 0.000155866
1975-10-14; 0.004412615
1975-10-15;-0.005874818
1975-10-16;-0.002246204
1975-10-17; 0.002967825
1975-10-20; 0.005211383
1975-10-21; 0.016675548
1975-10-22; 0.002552674
1975-10-23; 0.00013317
1975-10-24;-0.000837362
1975-10-27; 0.000551976
1975-10-28; 0.013156841
1975-10-29; 0.000337977
1975-10-30; 0.001969261
1975-10-31; 0.001029972
1975-11-03; 0.003680493
1975-11-04; 0.000764291
1975-11-05; 0.001042967
1975-11-06;-0.00805529
1975-11-07; 0.001462619
1975-11-10; 0.003759227
1975-11-11; 0.012614017
1975-11-12;-0.000811404
1975-11-13; 0.005537632
1975-11-14; 0.001558247
1975-11-17; 0.00272567
1975-11-18; 0.00156983
1975-11-19; 0
1975-11-20;-0.006881685
1975-11-21;-0.003753592
1975-11-24; 0.007785856
1975-11-25; 0.013914089
1975-11-26;-0.001082915
1975-11-27; 0.008433709
1975-11-28; 0.005446685
1975-12-01; 0.001459309
1975-12-02;-0.010511735
1975-12-03;-0.007848272
1975-12-04;-0.004120125
1975-12-05; 0.012633117
1975-12-08;-0.005962316
1975-12-09;-0.007617012
1975-12-10;-0.006795291
1975-12-11; 0.002727316
1975-12-12;-0.006491862
1975-12-15;-0.004517761
1975-12-16; 0.009509604
1975-12-17; 0.013853256
1975-12-18; 0.002956609
1975-12-19; 0.001798529
1975-12-22; 0.003676903
1975-12-23; 0.008681059
1975-12-24; 0
1975-12-25; 0
1975-12-26; 0
1975-12-29; 0.004868947
1975-12-30;-0.00518847
1975-12-31; 0
1976-01-01; 0
1976-01-02; 0.017790212
1976-01-05; 0.008475216
1976-01-06;-0.002268065
1976-01-07;-0.011277889
1976-01-08;-0.001104982
1976-01-09; 0.002996401
1976-01-12;-0.009157525
1976-01-13;-0.001502019
1976-01-14; 0.004270419
1976-01-15; 0.010161265
1976-01-16;-0.012011893
1976-01-19; 0.004716741
1976-01-20;-0.007525657
1976-01-21;-0.010850145
1976-01-22; 0.002250845
1976-01-23; 0.013646161
1976-01-26; 0.003075601
1976-01-27; 0.000719204
1976-01-28;-0.008134277
1976-01-29;7.0711e-05
1976-01-30; 0.011057606
1976-02-02;-0.001819869
1976-02-03;-0.00314005
1976-02-04; 0.009877962
1976-02-05; 0.000904238
1976-02-06; 0.004076293
1976-02-09;-0.007628385
1976-02-10;-0.000593244
1976-02-11;-0.000384051
1976-02-12;-0.002342413
1976-02-13;-0.00489479
1976-02-16; 0.002617044
1976-02-17; 0.008454051
1976-02-18;-0.003240421
1976-02-19;-0.000523633
1976-02-20; 0.002389029
1976-02-23; 0.004795672
1976-02-24; 0.000831687
1976-02-25;-0.004461077
1976-02-26;-0.009280769
1976-02-27;-0.002954316
1976-03-01; 0.002163837
1976-03-02; 0.010019055
1976-03-03; 0.002120302
1976-03-04; 0.000451287
1976-03-05; 0.00451898
1976-03-08;-0.006255815
1976-03-09; 0.004647945
1976-03-10; 0.014242147
1976-03-11; 0.011617093
1976-03-12;-0.00145111
1976-03-15;-0.008393507
1976-03-16; 0.004875117
1976-03-17; 0.006216446
1976-03-18;-0.0126082
1976-03-19;-0.005026425
1976-03-22; 0.0104688
1976-03-23;-0.00208841
1976-03-24;-0.000748134
1976-03-25;-0.003817384
1976-03-26;-0.002975378
1976-03-29; 0.004954057
1976-03-30; 0.000374825
1976-03-31;-0.005722843
1976-04-01;-0.002555945
1976-04-02;-0.000824785
1976-04-05;-0.001410583
1976-04-06;-0.006996237
1976-04-07;-0.010052787
1976-04-08;-0.000648094
1976-04-09;-0.000192758
1976-04-12;-0.003845382
1976-04-13; 0.00228443
1976-04-14; 0.007484384
1976-04-15; 0.008051126
1976-04-16; 0
1976-04-19; 0
1976-04-20;-0.002110618
1976-04-21;-0.004982779
1976-04-22;-0.006688404
1976-04-23;-0.005217541
1976-04-26;-0.007371888
1976-04-27;-0.003626284
1976-04-28;-0.01615718
1976-04-29; 0.002548601
1976-04-30;-0.012168694
1976-05-03; 0.003666181
1976-05-04; 0.008033046
1976-05-05; 0.009365603
1976-05-06;-0.017526101
1976-05-07;-0.002643744
1976-05-10;-0.003749673
1976-05-11; 0.006193101
1976-05-12;-0.013642576
1976-05-13;-0.008063588
1976-05-14; 0.003993578
1976-05-17; 0.012142355
1976-05-18; 0.000677389
1976-05-19;-0.010264802
1976-05-20;-0.01106278
1976-05-21;-0.006489875
1976-05-24; 0.007667039
1976-05-25;-0.017519521
1976-05-26; 0.002619144
1976-05-27; 0
1976-05-28; 0.008906728
1976-05-31; 0.018759623
1976-06-01; 0.001308189
1976-06-02;-0.015531807
1976-06-03; 0.00347242
1976-06-04; 0.004499905
1976-06-07; 0
1976-06-08;-0.004425362
1976-06-09;-0.005156577
1976-06-10; 0.002450821
1976-06-11; 0.00471633
1976-06-14;-0.007916692
1976-06-15;-0.002515064
1976-06-16; 0.003976148
1976-06-17; 0
1976-06-18; 0.01224133
1976-06-21; 0.00575244
1976-06-22; 0.005737818
1976-06-23;-0.006344687
1976-06-24; 0.007093853
1976-06-25;-0.001169676
1976-06-28;-0.005721847
1976-06-29;-0.001361922
1976-06-30;-0.001179376
1976-07-01;-0.008871332
1976-07-02;-0.009251106
1976-07-05;-0.005875281
1976-07-06; 0.01311525
1976-07-07;-0.002295398
1976-07-08;-0.010328924
1976-07-09;-0.00043427
1976-07-12; 0.000358758
1976-07-13;-0.001681609
1976-07-14; 0.000548251
1976-07-15; 0.014168663
1976-07-16;-0.00534361
1976-07-19;-0.000618412
1976-07-20; 0.003461927
1976-07-21; 0.008167411
1976-07-22; 0.010634379
1976-07-23;-0.003765307
1976-07-26;-0.008371033
1976-07-27; 0.000408163
1976-07-28;-0.001596495
1976-07-29;-0.011604462
1976-07-30; 0.003770793
1976-08-02;-0.008952982
1976-08-03;-0.009453373
1976-08-04; 0.015556122
1976-08-05;-0.006877671
1976-08-06;-0.002385235
1976-08-09;-0.0078584
1976-08-10; 0.004460039
1976-08-11; 0.009784055
1976-08-12; 0.000696556
1976-08-13; 0.013978662
1976-08-16; 0.001520603
1976-08-17; 0.003219006
1976-08-18; 0.001660946
1976-08-19;-0.009095097
1976-08-20;-0.002496601
1976-08-23; 0.001100018
1976-08-24;-0.003808604
1976-08-25;-0.016141244
1976-08-26; 0.004589774
1976-08-27;-0.004855944
1976-08-30; 0.001254181
1976-08-31; 0.006983176
1976-09-01;-0.004441638
1976-09-02; 0.013994924
1976-09-03; 0.002909744
1976-09-06;-0.00081984
1976-09-07; 0.004222437
1976-09-08; 0.00124287
1976-09-09;-0.010960648
1976-09-10;-0.006147849
1976-09-13; 0.000132002
1976-09-14; 0.001055389
1976-09-15;-0.001828792
1976-09-16;-0.002040123
1976-09-17;-0.005422739
1976-09-20; 0.007387377
1976-09-21; 0.009989943
1976-09-22; 0.011000557
1976-09-23;-0.00710308
1976-09-24;-0.001117339
1976-09-27;-0.005624238
1976-09-28;-0.000974842
1976-09-29;-0.005246691
1976-09-30; 0.001318963
1976-10-01; 0.005520726
1976-10-04;-0.0186939
1976-10-05; 0.002058477
1976-10-06;-0.017439846
1976-10-07; 0.00274752
1976-10-08;-0.008012071
1976-10-11;-0.021300018
1976-10-12;-0.014994768
1976-10-13; 0.003749702
1976-10-14; 0.011165475
1976-10-15;-0.018597901
1976-10-18;-0.003553917
1976-10-19; 0.009113249
1976-10-20; 0.012142734
1976-10-21;-0.002732269
1976-10-22;-0.012034662
1976-10-25;-0.009606573
1976-10-26; 0.008554963
1976-10-27;-0.000161884
1976-10-28;-0.015088778
1976-10-29; 0.001375558
1976-11-01; 0.004258375
1976-11-02; 0.020083392
1976-11-03;-0.007617744
1976-11-04; 0.018510903
1976-11-05; 0.010697396
1976-11-08;-0.014905171
1976-11-09; 0.005909667
1976-11-10; 0.004911301
1976-11-11;-0.001535887
1976-11-12;-0.004562475
1976-11-15;-0.014154941
