%Y-%m-%d;BOISE;CITCRP;CONED;CONTIL;DATGEN;DEC;DELTA;GENMIL;GERBER;IBM;MARKET;MOBIL;PANAM;PSNH;TANDY;TEXACO;WEYER
1979-07-31;0.034909537;-0.088980937;0.003869217;-0.04561084;-0.071831535;-0.002059654;0.061301266;-0.024104635;-0.111945314;-0.061260612;-0.024104635;0.006820523;0.265854478;-0.035312088;-0.005037324;0.020479272;-0.011019395
1979-08-31;0.027752427;0.053431441;-0.030766994;0.046836975;0.065564114;0.121484904;0.011239181;0.119728978;0.12847794;0.006329991;0.081211005;0.095717153;-0.076752108;0.017098573;0.213600193;0.030638432;0.143177729
1979-09-30;0.039337022;-0.026599301;-0.009453143;-0.043009926;-0.04094381;-0.036824339;-0.035797118;-0.041976334;-0.018493887;-0.041976334;0.028805569;0.156061296;-0.044044587;-0.050275137;-0.014465684;0.02010566;-0.02456678
1979-10-31;-0.174391382;-0.144226682;-0.060936506;-0.156877799;-0.2930582;-0.020745625;-0.169691021;-0.080045367;-0.105005969;-0.092990532;-0.112728015;-0.042185956;-0.103907671;-0.080045367;-0.048397156;-0.065151475;-0.097343096
1979-11-30;-0.014590131;0.018976693;0.092876599;0.067304429;0.049571813;0.080172254;0.05051299;-0.005594568;-0.024681034;0.047686799;0.099168755;0.039159983;-0.113722868;-0.00261394;0.146421639;0.054268863;-0.077790859
1979-12-31;0.029369407;0.095286536;-0.006784995;0.087167412;0.009010003;0.006067382;0.008030091;-0.006784995;-0.048436521;-0.024857776;0.070728685;0.049322563;0.03032864;-0.082195001;0.024559393;-0.041201347;0.087167412
1980-01-31;0.087450704;-0.096498193;-0.05398382;-0.122902367;0.131627498;0.042177383;0.007558542;-0.011207441;0.032680636;0.049710376;0.102690801;0.058117711;-0.057110451;0.027898226;0.017295717;0.19199788;0.052520682
1980-02-28;-0.085309719;-0.096120635;-0.075678826;-0.103758424;0.02936215;0.02069575;-0.110351855;-0.113664944;-0.016747047;-0.076744356;0.09342117;0.299147735;-0.128149877;-0.070368139;0.120917359;0.136542677;0.019728164
1980-03-31;-0.16232801;-0.085324003;-0.00784593;0.067751985;-0.112543975;-0.214720944;-0.045318669;-0.002888062;-0.284325249;-0.143936687;-0.292220027;-0.207412751;-0.230741003;-0.066174482;-0.124759562;-0.211060171;-0.151941304
1980-04-30;0.031203973;0.036945616;0.121090292;0.061452026;0.016703961;0.035990962;-0.028101941;0.047387097;0.016703961;-0.026067352;0.067023071;0.102497459;-0.00993797;0.110508183;-0.048678798;0.06887321;0.016703961
1980-05-31;0.093618531;0.08909977;0.032260998;0.012899309;-0.053792065;0.006033171;0.124690715;0.155674261;0.199610046;0.014852435;0.050313745;-0.006844669;0.104380966;0.06989479;0.21809189;-0.002864564;0.075419666
1980-06-30;0.056043449;0.046636042;0.029476422;0.052291099;0.092812297;0.011038248;0.000206039;-0.022829531;0.001195649;0.049467568;0.07275693;-0.034036984;-0.037115488;0.027551493;0.030437498;0.021754376;-0.036088267
1980-07-31;0.069247076;-0.024480014;-0.028582584;-0.035802832;0.1910605;0.166842198;0.247989698;0.010717184;0.003776154;0.104049123;0.061763412;0.051381063;0.244084969;0.000786615;0.367589737;0.001784122;0.129816875
1980-08-31;-0.053281606;0.02134979;-0.012250209;-0.025401638;0.049142666;0.070648871;-0.06486678;0.010602251;-0.015269839;0.00961945;0.017454945;-0.068049807;-0.051189555;-0.030506294;0.147198686;0.023291538;-0.049101871
1980-09-30;0.010443489;-0.07880073;-0.018428601;0.02505651;-0.154560776;0.03563862;-0.062834451;-0.021463505;0.05553506;-0.029601902;0.006510347;-0.001402652;-0.10378845;-0.063890976;0.137452183;-0.046080133;-0.074518068
1980-10-31;-0.065002698;-0.059731205;-0.030713625;0.024911439;-0.002514374;-0.037889463;0.035483377;-0.085291702;0.016177759;0.028768724;-0.003507917;0.047835078;-0.034807796;0.000460343;-0.024603626;0.07393162;0.007367129
1980-11-30;0.017045486;0.105433994;-0.046196859;-0.02771584;-0.010569681;0.043918504;0.188281177;-0.041028889;0.012169805;0.023831745;0.077441196;0.165901462;0.015098065;-0.061862976;0.181702206;0.325188014;0.004318931
1980-12-31;-0.057442768;0.113799804;0.113799804;0.088731348;-0.112443152;0.025099034;0.02991832;0.087824318;0.058356256;-0.013310414;-0.066931505;-0.093771549;-0.171821322;0.008537525;0.012459099;-0.124713244;-0.002326779
1981-01-31;0.001723285;-0.073221985;-0.024330293;0.030004058;-0.271880965;-0.102429037;0.096943541;0.066818031;0.04527153;-0.062617432;-0.023315579;-0.094774543;0.10232472;0.076043189;-0.15887743;-0.165870465;0.018398512
1981-02-28;0.132367079;-0.014145025;-0.03035612;0.057591148;-0.08385603;-0.003150412;0.021396721;0.003783742;-0.029335191;0.001807456;-0.018173228;-0.078482562;-0.091427726;0.015560129;0.069678697;-0.021205065;0.015560129
1981-03-31;0.047693142;0.037221842;0.133836087;0.016921483;0.162103493;0.065525618;0.016921483;0.129482575;0.015944444;-0.036223854;0.058055929;-0.049702544;0.126861342;0.001173127;0.254799695;-0.07186704;0.077546105
1981-04-30;0.038389409;0.076873745;0.053584383;-0.030945285;0.078713672;0.066693185;0.054526446;0.013194277;0.024901728;-0.067502881;-0.013659649;-0.030945285;0.019065136;-0.019726401;0.0823834;-0.008631986;-0.056920771
1981-05-31;0.024787232;0.087689241;0.010145682;0.103935085;0.099448761;0.094942219;0.0931339;0.022847368;0.001256735;0.010145682;0.055323956;-0.103222335;0.108401373;0.026723341;0.120801886;-0.063281786;-0.038202102
1981-06-30;-0.046580949;-0.021964321;0.01288241;0.065300317;-0.204893966;-0.127662618;-0.12991741;0.080961622;0.055034244;-0.023992719;-0.011883591;0.042764152;-0.227035091;0.031302708;-0.191600718;0.015813531;0.011903458
1981-07-31;-0.078197871;-0.030171941;0.014678625;-0.107500022;-0.004013508;-0.025088046;-0.109705095;-0.05703306;0.009793418;-0.041448329;-0.044545905;0.009793418;-0.25433538;-0.008991119;0.020509545;0.033027764;-0.095458278
1981-08-31;-0.141152551;-0.121910305;0.013161381;-0.038080366;-0.21957752;-0.074829908;-0.082344704;-0.039111825;0.022908047;-0.009623161;-0.039111825;-0.066310155;-0.07911716;-0.04014435;-0.072693155;-0.004625649;-0.070560958
1981-09-30;-0.073719384;0.021784613;-0.022799293;-0.006718545;0.07554579;-0.028896873;-0.022799293;0.02565309;-0.009714054;-0.027878024;-0.18884072;-0.121763558;-0.127372097;-0.043270837;-0.017746225;-0.107326883;-0.12962435
1981-10-31;0.012656188;0.047475953;0.102943035;0.044620168;0.086623543;0.09390955;-0.077940707;0.061633811;-0.015289742;-0.052407405;0.056936762;0.021475452;-0.003217161;0.040799724;0.212700345;0.004751009;-0.023419868
1981-11-30;0.083737367;0.039743375;0.033022274;0.00567682;0.084652698;-0.07148226;-0.036796702;-0.034732718;0.006666429;0.068047151;0.062450121;0.033022274;0.150162843;0.069905887;-0.041975378;0.058701288;0.160393111
1981-12-31;-0.032622001;-0.031592665;-0.011225362;-0.115242694;-0.089840997;-0.065068594;-0.067198521;-0.027485883;-0.083319235;0.039866299;-0.042974061;-0.09750387;-0.243991677;-0.060822303;-0.050284798;-0.051333566;-0.077916737
1982-01-31;-0.090921941;0.0312184;0.037958917;0.093943684;-0.005185029;0.023458904;0.051305159;-0.033642234;-0.007191048;0.109252403;-0.085478269;-0.019312408;0.08391168;-0.044005021;0.05414204;-0.049226965;-0.085478269
1982-02-28;-0.176336546;-0.003172927;0.032194217;-0.19554482;-0.16804757;-0.053414143;0.13223171;0.090317416;-0.120830971;-0.017271851;-0.109645172;-0.019302309;-0.046080428;0.08392178;-0.109645172;-0.007180948;0.010729978
1982-03-31;0.102556588;0.006975614;0.021761492;-0.017146159;-0.359536176;-0.109814866;0.037295785;0.019802627;0.12751332;-0.034591445;-0.028399475;-0.038740828;0.083421608;0.016857117;-0.05234648;-0.029428811;-0.009040745
1982-04-30;-0.012203636;0.093055966;0.045627273;-0.016248131;0.04276604;0.049429559;-0.028480699;0.07008757;0.039896598;0.06915777;0.037018898;-0.014223839;0.145257114;0.062624849;0.048480342;-0.011195063;0.054162175
1982-05-31;-0.218916315;-0.115901335;0.006444259;-0.104839275;-0.207880029;-0.067058203;0.031712853;-0.036800287;0.032672086;-0.038857901;-0.006433581;0.078581787;-0.00942909;-0.00942909;-0.187360299;0.024005686;-0.099353798
1982-06-30;-0.056402363;-0.014409506;-0.035697689;-0.112330915;-0.0732804;-0.08720671;0.089344906;0.037385168;-0.04496178;-0.025503921;-0.092615052;-0.050145825;-0.120104414;-0.060595241;0.01133449;-0.028551155;-0.026518634
1982-07-31;0.000840672;-0.030459207;-0.037664591;-0.366111268;-0.060654109;-0.061711751;-0.130704622;0.032154385;0.013680355;0.073669781;-0.011159472;-0.080943113;0.069037999;-0.020255037;0.043648765;-0.067016803;-0.017213981
1982-08-31;0.319309418;0.072130217;0.122819801;0.065609467;0.193517602;0.239327139;0.051491586;0.029449486;0.120168452;0.081372427;0.113063626;0.143781267;-0.038713165;0.089618007;0.014807936;0.052439004;0.197621014
1982-09-30;-0.115410852;0.057325067;0.038258712;0.056380333;-0.180323554;-0.0629398;-0.149660775;0;0.189793572;0.04018179;0.00796817;0.042101176;-0.299754654;0.031498667;-0.026343975;0.026641931;-0.029428811
1982-10-31;0.268990113;0.272029629;-0.055379102;0.233355048;0.419873883;0.120783175;0.153772277;0.144334198;-0.013126552;0.081174036;0.123427513;0.01571682;0.296018785;0.071948879;0.370232572;0.050402378;0.135676135
1982-11-30;0.136424525;0.007995502;-0.010041059;-0.111029616;0.004015397;0.162288035;0.254886612;-0.02429792;-0.073703658;0.090860592;0.048857217;-0.039802107;0.072409884;0.0159085;0.242396207;0.012948459;0.132924959
1982-12-31;0.002065419;-0.100074839;0.119069595;0.039397849;0.054709153;-0.050334857;0.091992129;-0.017136788;0.017954532;0.110124992;0.016968825;0.069789552;0.00306592;0.024827411;-0.039841581;0.031653376;-0.037756075
1983-01-31;-0.048088929;0.079534997;-0.014117572;0.045792339;0.186921109;0.200895854;0.037175723;-0.04182586;0.012843622;0.02459694;0.060929809;0.051495776;0.09598875;0.061868335;0.085049716;0.033322153;0.020694496
1983-02-28;0.035311;0.037237783;0.057247979;-0.036648107;0.211668164;-0.011071265;0.025621002;0.063830043;0.022695597;0.008929402;0.026594238;0.007938812;0.339727864;0.01976161;0.030477738;0.006947241;0.06195387
1983-03-31;0.106039184;0.122966092;0.045863698;0.091559293;0.038200825;0.032414888;-0.01714927;0.058191972;0.079638015;0.026595279;0.041081288;0.089734475;-0.070369966;0.039161902;-0.005027909;0.037238824;-0.024288515
1983-04-30;0.071700942;0.09182971;0.036906647;0.063348225;0.068924448;-0.068985642;-0.051062126;0.056803088;0.105325191;0.132651704;0.085468943;0.079984469;0.016606288;-0.01212278;0.073547665;0.086380105;0.079984469
1983-05-31;-0.018139334;-0.11162562;-0.016112991;-0.00404041;-0.125078738;-0.057441186;-0.050084348;0.018699077;0.01183294;-0.045904614;0.072920632;-0.057441186;0.166545891;-0.00404041;-0.014090745;-0.042781238;-0.073390488
1983-06-30;-0.141276167;-0.018143481;-0.002014099;-0.072436564;-0.0449216;0.070306562;0.009914471;-0.028358075;0.105943042;0.075872439;0.044869487;0.072165299;0.240932079;-0.093033498;-0.185936938;0.015825819;-0.015099339
1983-07-31;-0.095035468;-0.086311312;0.012841047;0.040957296;0.1555485;-0.157167249;-0.303770723;-0.078739616;-0.011040685;-0.003016569;-0.021162228;-0.065891473;-0.019129707;0.004943672;-0.135264356;0.031351074;-0.07766261
1983-08-31;0.055267405;-0.010026118;-0.02627013;0.050539264;0.04864173;0.003974111;0.073959538;-0.013051839;0.05715242;-0.002002003;-0.037592948;0.108539872;-0.051141878;-0.018115141;-0.052191747;0.054323564;-0.01406245
1983-09-30;0.09413419;0.002989551;0.080429087;-0.029336496;0.083185175;-0.008005063;0.037189269;-0.040694388;0.044844808;0.057161402;-0.002992521;-0.054285815;-0.071271362;0.063731111;-0.089640328;-0.040694388;-0.036549304
1983-10-31;-0.057376925;-0.129539371;0.092242709;-0.096091437;-0.07547215;-0.456532864;0.034282564;0.105774716;-0.003976148;-0.004976649;-0.089534037;-0.03649934;0.030425278;-0.017061388;-0.063726153;-0.018075073;-0.051067756
1983-11-30;0.134178068;0.147170888;-0.028289578;0.088695418;-0.017070695;0.060003029;0.110356915;-0.017070695;0.071207628;-0.071250611;0.060941555;-0.036528554;0.109463659;-0.164314921;0.07583941;0.00796817;0.137659359
1983-12-31;-0.015035546;0.019776522;0.002024576;-0.019092347;0.062824775;0.030471811;-0.03136244;-0.01200371;0.058132134;0.035295747;-0.015035546;0.005996776;-0.018076603;-0.217394576;0.087791398;0.017819574;-0.074458967
1984-01-31;-0.062392344;0.016836893;-0.001892093;-0.041471079;0.103766886;0.182086465;-0.019964874;-0.015920379;0.056095165;-0.074088384;-0.036308445;0.073778269;0.023649571;0.006036591;-0.217600665;0.095676954;-0.046660504
1984-02-28;-0.097000496;-0.044666078;-0.076381209;-0.111357452;0.021756723;-0.0291779;-0.129315286;-0.080686921;-0.100295392;-0.031229183;-0.035344415;0.018831319;-0.202117377;-0.015946155;-0.110245723;0.135745922;-0.102498036
1984-03-31;0.073114976;-0.05843242;0.050621057;-0.036476494;0.051568475;0.052514997;0.060055089;-0.021083681;-0.005924219;0.030515066;7.58E-05;-0.031319185;-0.021083681;-0.26039594;-0.010951882;-0.133028395;0.086920994
1984-04-30;0.008048838;-0.007887755;0.026649472;-0.266544043;0.081380111;0.0477635;-0.092710947;0.059095066;-0.029197541;-0.005881736;-0.006884242;0.024707724;-0.208446899;-0.667468112;0.109448952;0.017881758;-0.095995022
1984-05-31;-0.190676361;-0.162102989;0.018848303;-0.918224968;-0.10065021;-0.075580777;-0.074504929;0.015905682;-0.092953635;-0.046931603;-0.061684241;-0.159758322;-0.047978175;0.131722148;-0.264598546;-0.112865797;-0.092953635
1984-06-30;0.02276211;0.07317697;0.017872125;-0.001930503;0.052557683;-0.04588239;-0.014003084;0.051610264;0.097914832;-0.021113322;0.003057039;0.008019828;-0.026223195;-0.053223797;-0.03963237;-0.04902211;0.016891252
1984-07-31;0.011038752;-0.033278671;0.04874259;-0.233263025;-0.06678966;-0.012890605;0.040167025;-0.022013831;-0.122633396;0.042079072;-0.063599865;-0.100360761;-0.028142553;-0.175825125;0.024737596;-0.048847226;0.031517283
1984-08-31;0.160091128;0.148984649;0.025709757;0.079623522;0.268674991;0.144679865;0.036343013;0.05633416;0.014962218;0.116681535;0.133399918;0.229027357;-0.0028777;0.027651505;0.073156986;0.128150563;0.050663067
1984-09-30;-0.060498555;0.070381019;0.046872649;0.677192499;-0.144433007;-0.02818725;0.005098727;0.008070498;0.149851645;0.001122579;-0.002869442;0.010046783;-0.002869442;-0.002869442;-0.108229958;0.041147443;-0.074365444
1984-10-31;0.047830073;-0.031184357;0.015008594;-0.267778706;0.042115772;0.085113049;0.145468543;-0.013863496;-0.178166547;0.008115411;-0.039440338;0.010089745;-0.055106454;-0.06675296;-0.104739079;-0.087194769;0.030588267
1984-11-30;-0.04064197;-0.001901141;0.00209088;-0.025169768;0.016920613;0.00408093;-0.028245117;-0.076624687;0.087939563;-0.025169768;-0.021083961;-0.044808642;-0.028245117;0.175407874;0.02474079;0.005074472;0.029597526
1984-12-31;0.063890207;0.091592809;0.078760369;0.088856829;0.089769655;0.065761115;0.143068236;0.014959583;-0.006910076;0.009042406;-0.002898034;-0.055298311;-0.001897534;-0.211384759;0.003090008;-0.001897534;0.023770213
1985-01-31;0.043079426;0.090685241;-0.023117576;0.459951502;0.192850137;0.078763963;-0.011944276;0.088860423;0.085200767;0.100662648;0.090685241;0.049749293;-0.029265137;0.234757961;0.155109809;0.04116555;0.078763963
1985-02-28;-0.066472532;-0.02077403;0.027774384;-0.106586311;-0.241382726;-0.075010471;0.077761216;-0.005660392;0.000321679;-0.014701137;0.006268178;0.062932399;-0.034059867;0.020007354;0.106775037;0.016101099;-0.021789774
1985-03-31;-0.034121452;0.040280724;0.050742066;0.024866161;-0.221605643;-0.078339181;-0.00769715;0.047899809;0.117524992;-0.058093418;0.003275528;-0.004692641;0.07780858;-0.084818686;0.085148063;0.009210264;-0.089161798
1985-04-30;0.008079423;0.010057663;0.016950846;-0.031299719;-0.172659229;-0.053164202;-0.133119195;-0.088518715;-0.039572775;-0.005878929;-0.011921244;0.024771023;0.049772325;-0.059500021;-0.14458721;0.103389603;0.001124601
1985-05-31;0.144826965;0.08797329;0.091622929;-0.097277599;-0.08307747;0.053567293;0.162799207;0.126525801;0.208393511;0.022825198;0.01695434;0.026720043;0.298237178;0.055457652;0.085227293;-0.069076164;0.028661791
1985-06-30;0.079706623;0.039306577;0.042178767;-0.054087893;0.055474309;-0.109266843;0.01798794;0.055474309;-0.034285266;-0.041535427;-0.005799108;-0.035317791;0.051693586;0.197694262;0.080627009;0.027734606;-0.00680262
1985-07-31;-0.028202712;-0.032317944;-0.089597651;0.015981182;0.040242439;0.075102305;0.006109433;-0.106108758;-0.038522721;0.058295186;0.010069834;0.000139266;-0.001858737;0.274256699;-0.12855639;-0.032317944;0.017943891
1985-08-31;0.009084652;-0.066927285;0.040245888;-0.055256065;-0.00787336;0.029643379;-0.070134129;0.000142715;0.022837324;-0.030254763;0.003132253;-0.014940528;0.08248586;0.112365856;0.059239811;0.018927251;-0.014940528
1985-09-30;-0.101672188;-0.090683066;-0.034375044;0.033515291;-0.001851852;0.033515291;-0.120635388;0.076034686;-0.051042097;-0.024097461;-0.058422204;0.002140169;-0.069060602;-0.04894346;-0.0129128;-0.008876467;-0.078732897
1985-10-31;-0.039320626;0.082484248;0.060219877;0.096151887;0.027805219;0.035527265;-0.090341255;0.009222777;0.088885733;0.043190138;0.021974298;0.091616731;0.063030184;0.012179901;0.089796895;0.090707227;0.004274721
1985-11-30;0.079743439;0.055556214;0.026900958;0.042285877;0.098860999;0.065860754;0.015204918;0.103359432;0.123795506;0.076982278;0.052727357;-0.012629881;0.01127564;-0.004597709;0.01618483;-0.196969602;0.153260375
1985-12-31;0.057458724;0.058398132;0.074234513;0.17524176;0.01816282;0.086177696;0.024982135;0.022065264;0.056518432;0.102482405;0.008339558;-0.045398662;-0.020706049;0.056518432;0.088913676;-0.084702712;-0.008584688
1986-01-31;0.027852355;0.001341229;0.01811518;-0.003646312;-0.060216664;0.146496346;0.111466495;0.015175442;-0.095761601;-0.029990287;-0.012687057;-0.024869949;0.117685973;0.198477872;-0.044468307;-0.04238714;0.06587975
1986-02-28;0.090747703;0.098040352;0.04870508;-0.050524986;-0.043175872;0.090747703;-0.054748857;0.116042638;0.03525627;0.004817003;0.049658824;-0.001183015;-0.027607317;0.049658824;0.093488683;0.070414286;0.11782517
1986-03-31;0.0693978;0.147851716;0.026267014;-0.03533752;-0.038467413;-0.059587522;0.078734936;0.075010537;0.165901196;0.009476496;0.05236806;-0.020859501;-0.07139657;0.028223961;-0.042655901;0.001476453;0.055226566
1986-04-30;-0.009412141;-0.039234402;-0.002344974;-0.098359627;0.062884958;0.116108528;0.060998165;-0.048673382;0.110732171;0.034202304;-0.005367646;0.044815042;-0.226998719;-0.142509411;-0.056076906;0.052463263;-0.034028768
1986-05-31;0.066769975;0.034539697;0.038385855;-0.049847696;-0.017869726;0.033575841;-0.046707976;0.10070262;-0.043578083;-0.020920059;0.045081241;0.076055092;0.05551282;-0.099266988;0.087084616;0.063967544;0.007194243
1986-06-30;-0.016748247;-0.040326992;0.013194109;-0.17920758;-0.172081659;-0.068735005;-0.076233701;0.064929784;-0.042403836;-0.043443878;0.000329014;0.008265563;-0.102378981;0.09255585;-0.100173908;-0.046570509;-0.066602808
1986-07-31;-0.062789063;-0.125343738;0.116869376;-0.039654488;-0.075637205;0.062999666;0.016926259;0.04692367;-0.11184522;-0.101839578;-0.079956867;-0.023159268;-0.065985656;-0.09742456;-0.082123715;-0.037577644;-0.050103903
1986-08-31;0.10794158;0.077898355;0.058299034;-0.04173482;0.153523528;0.09893251;0.016927093;0.002082684;0.104347685;0.052627942;0.046924504;0.158651744;0.020848667;0.121304807;0.016927093;0.125719826;0.114199982
1986-09-30;-0.057043768;-0.121301035;-0.153303766;0.017139548;-0.278079837;-0.120176808;0.022024755;-0.09575828;0.032688938;-0.035133658;-0.051783367;0.048000242;-0.070851741;-0.200875161;-0.117932138;0.022024755;-0.063392996
1986-10-31;0.055508536;0.037404182;0.042200354;-0.001816531;0.098028804;0.096217209;0.123934674;0.114187145;-0.073312533;-0.086285688;0.016023387;0.017986096;0.020922956;0.15689516;0.214906453;0.040284645;0.12481612
1986-11-30;0.02092625;0.008137094;0.065845411;-0.156130598;0.01798939;0.045070349;-0.019977208;0.009126703;-0.022015944;0.034518692;-0.001813237;0.041246252;0.02092625;-0.085194846;0.088027467;-0.030212712;0.004168835
1986-12-31;-0.030987837;0.015205114;-0.050708248;0.023998527;-0.084826696;0.004351529;-0.013666976;-0.038208085;-0.065492044;-0.061245753;-0.008629182;0.015205114;-0.283330543;-0.033045451;-0.026885267;0.042312291;-0.045480845
1987-01-31;0.237432368;0.077123792;0.032922897;0.082628393;0.120334834;0.319402323;0.142983886;0.109705859;0.04913689;0.064160647;0.131723481;0.082628393;0.296026533;0.023260986;0.115919816;0.041539513;0.232719084
1987-02-28;-0.011613196;-0.071859865;-0.072931103;-0.069720827;0.040435861;0.050907161;0.121287958;0.044256305;0.01524073;0.084429853;0.059393775;-0.025826633;-0.168455668;-0.017679949;0.156835697;-0.086962633;0.08625968
1987-03-31;0.065024545;-0.056969023;-0.054861541;-0.094587645;-0.104494165;0.055643613;-0.141681549;0.006382084;0.035652467;0.069682215;0.032763683;0.113325505;-0.112267663;-0.032997057;-0.129131469;0.094465494;0.081691598
1987-04-30;-0.042144345;0.063216171;0.01536015;-0.029760285;-0.024645185;0.04909829;-0.133412859;-0.114257343;-0.069514474;0.060408495;-0.029760285;-0.011467092;0.103514664;-0.20533542;-0.13114013;-0.10315845;-0.031813674
1987-05-31;-0.120314088;0.04803707;-0.014728625;-0.002656044;0.146625659;-0.088213932;0.137975086;0.171297263;0.126616292;0.003326028;0.001335977;-0.005660553;-0.002656044;-0.100268873;-0.029000019;0.105301097;-0.115824742
1987-06-30;0.056683976;0.045330969;0.052913943;0.073475415;-0.161064933;0.035770666;0.009491782;0.025147679;0.000576418;0.011462226;0.032884662;0.082683584;0.093622617;-0.285448653;0.039605762;0.06604734;0.021256624
1987-07-31;0.059398027;0.037544425;-0.042418234;0.065955427;0.052797343;-0.002637364;0.039463812;0.03272978;0.206001501;-0.011678109;0.050903403;0.028861303;-0.002637364;-0.087106521;0.080784244;0.130143747;0.018145175
1987-08-31;0.054831651;0.028086982;0.037720968;-0.049377574;-0.01241238;0.14145024;-0.042082076;0.017381283;-0.124290505;0.047263025;0.010508404;0.025178594;-0.101993037;0.13276963;0.022261722;-0.083423416;0.07350633
1987-09-30;-0.032919216;-0.093415112;-0.009508477;0.000501616;0.011398208;-0.002490905;-0.072840483;-0.01253115;-0.066430205;-0.114421966;-0.018604043;-0.089048293;-0.055836885;-0.299204649;0.080850743;-0.057946591;-0.059003115
1987-10-31;-0.322815096;-0.333895542;-0.019755991;-0.467824944;-0.421160179;-0.332503753;-0.303714925;-0.162778584;-0.342287199;-0.209634001;-0.303714925;-0.198624716;-0.317320577;-0.037201277;-0.284972743;-0.218281368;-0.318691379
